Isla,Sector,Cultivo,Trampa,Especie,Abundancia
Floreana,Cecilia_Salgado_F3,Herbaceas,Amarilla,Drosophila_sp.,1
Floreana,Floreana_Witmer_F9,Yuca_,Mc_Phail,Drosophila_sp.,3.000000001
Floreana,Segundo_Moreno_F8,Herbaceas,Malaise,Elachiptera_cultrata,1
Floreana,Jose_Vera_F6,Herbaceas,Amarilla,Palaeosepsis_armillata,1
Floreana,Segundo_Moreno_F8,Herbaceas,Malaise,Neosilba_sp._1,39
Floreana,Segundo_Moreno_F8,Herbaceas,Malaise,Lonchaea_sp._1,1
Floreana,Cecilia_Salgado_F3,Herbaceas,Malaise,Lonchaea_sp._1,4
Floreana,Cecilia_Salgado_F3,Naranja,Mc_Phail,Lonchaea_sp._1,1
Floreana,Cecilia_Salgado_F3,Herbaceas,Malaise,Lonchaea_sp._1,1
Floreana,Cecilia_Salgado_F3,Herbaceas,Malaise,Neosilba_sp._2,15
Floreana,Floreana_Witmer_F9,Herbaceas,Barrido,Lonchaea_sp._1,1
Floreana,Cecilia_Salgado_F3,Herbaceas,Colecta_manual,Euxesta_stigmatias,1
Floreana,Cecilia_Salgado_F3,Herbaceas,Amarilla,Euxesta_stigmatias,1
Floreana,Cecilia_Salgado_F3,Herbaceas,Barrido,Euxesta_stigmatias,1
Floreana,Segundo_Moreno_F8,Herbaceas,Malaise,Euxesta_stigmatias,1
Floreana,Segundo_Moreno_F8,Herbaceas,Malaise,Pentagonica_flavipes,1
Floreana,Segundo_Moreno_F8,Herbaceas,Amarilla,Pentagonica_flavipes,1
Floreana,Selva_Castillo_F2,Aguacate,Berless,Pentagonica_flavipes,1
Floreana,Cecilia_Salgado_F3,Herbaceas,Trampa_de_luz,Copelatus_galapagoensis,1.999999999
Floreana,Cecilia_Salgado_F3,Herbaceas,Trampa_de_luz,Thermonectus_basillaris,1.999999999
Floreana,Ivan_Moreno_F8,Herbaceas,Amarilla,Atheta_dichroa,1
Floreana,Cecilia_Salgado_F3,Herbaceas,Amarilla,Atheta_galapagoensis,1
Floreana,Anibal_San_Miguel_F1,Pastizal,Amarilla,Atheta_galapagoensis,1
Floreana,Anibal_San_Miguel_F1,Frejol,Pitfall,Atheta_galapagoensis,1
Floreana,Cecilia_Salgado_F3,Herbaceas,Barrido,Stilicopsis_sp.,1
Floreana,Claudio_Cruz_F4,Herbaceas,Succion,Stilicopsis_sp.,1
Floreana,Finca_Abandonada,Platano,Berless,Coproporus_galapagosus,3.000000001
Floreana,Anibal_San_Miguel_F1,Pastizal,Amarilla,Coproporus_galapagosus,1
Floreana,Cecilia_Salgado_F3,Herbaceas,Barrido,Coproporus_galapagosus,1
Floreana,Floreana_Witmer_F9,Aguacate,Berless,Ataenius_cavagnaroi,1
Floreana,Ivan_Moreno_1/2,Pastizal,Amarilla,Conoderus_galapagoensis,1
Floreana,Ivan_Moreno_F8,Herbaceas,Amarilla,Conoderus_galapagoensis,1
Floreana,Ivan_Moreno_1/2,Platano,Mc_Phail,Colopterus_sp.,8.000000001
Floreana,Ivan_Moreno_1/2,Platano,Mc_Phail,Colopterus_sp.,1
Floreana,Ivan_Moreno_F8,Cana_de_azucar,Pitfall,Conotelus_sp.,1
Floreana,Finca_Abandonada,Ciruelo,Berless,Carpophilus_dimidiatus,1
Floreana,Anibal_San_Miguel_F1,Platano,Berless,Corylophodes_sp.cf.,1
Floreana,Anibal_San_Miguel_F1,Pastizal,Malaise,Carpophilus_dimidiatus,1
Floreana,Segundo_Moreno_F8,Pastizal,Amarilla,Carpophilus_dimidiatus,1
Floreana,Segundo_Moreno_F8,Pastizal,Amarilla,Stelidota_sp.,1
Floreana,Floreana_Witmer_F9,Herbaceas,Succion,Phalacrus_darwini,1.999999999
Floreana,Cecilia_Salgado_F3,Pina,Barrido,Phalacrus_darwini,1.999999999
Floreana,Anibal_San_Miguel_F1,Col,Amarilla,Phalacrus_darwini,1.999999999
Floreana,Ivan_Moreno_F8,Yuca_,Pitfall,Hypoponera_sp.,1
Floreana,Cecilia_Salgado_F3,Herbaceas,Malaise,Coccidophilus_sp.,1
Floreana,Cecilia_Salgado_F3,Herbaceas,Malaise,Nephus_galapagoensis,1
Floreana,Cecilia_Salgado_F3,Herbaceas,Malaise,Cycloneda_sanguinea,15
Floreana,Anibal_San_Miguel_F1,Pastizal,Malaise,Scymnus_sp.,3.000000001
Floreana,Ivan_Moreno_F8,Cana_de_azucar,Pitfall,Blapstinus_pubescens,1
Floreana,Cecilia_Salgado_F3,Herbaceas,Malaise,Eubulus_sp.,1.999999999
Floreana,Ivan_Moreno_F8,Herbaceas,Malaise,Eubulus_sp.,1
Floreana,Cecilia_Salgado_F3,Herbaceas,Barrido,Cheloninae_sp.,1
Floreana,Cecilia_Salgado_F3,Herbaceas,Malaise,Anchonus_galapagoensis,3.000000001
Floreana,Cecilia_Salgado_F3,Herbaceas,Malaise,Cheloninae_sp.,1.999999999
Floreana,Segundo_Moreno_F8,Pastizal,Amarilla,Aphidiinae_sp.,1
Floreana,Cecilia_Salgado_F3,Herbaceas,Malaise,Aphidiinae_sp.,1
Floreana,Cecilia_Salgado_F3,Herbaceas,Amarilla,Aphidiinae_sp.,1.999999999
Floreana,Segundo_Moreno_F8,Herbaceas,Amarilla,Ascogaster_sp.,1.999999999
Floreana,Cecilia_Salgado_F3,Herbaceas,Malaise,Xylocopa_darwini,9
Floreana,Cecilia_Salgado_F3,Herbaceas,Malaise,Enicospilus_sp._1,57
Floreana,Cecilia_Salgado_F3,Herbaceas,Malaise,Enicospilus_sp._2,1
Floreana,Cecilia_Salgado_F3,Herbaceas,Malaise,Microgastrinae_sp.,1
Floreana,Cecilia_Salgado_F3,Herbaceas,Amarilla,Microgastrinae_sp.,1
Floreana,Segundo_Moreno_F8,Pastizal,Malaise,Trissolcus_sp.,1
Floreana,Floreana_Witmer_F9,Herbaceas,Colecta_manual,Corylophodes_sp.cf.,1
Floreana,Finca_Abandonada,Herbaceas,Barrido,Brachymeria_sp._2,1
Floreana,Anibal_San_Miguel_F1,Pastizal,Amarilla,Psilochalcis_sp.,1.999999999
Floreana,Floreana_Witmer_F9,Herbaceas,Succion,Psilochalcis_sp.,1
Floreana,Ivan_Moreno_F8,Herbaceas,Amarilla,Psilochalcis_sp.,1
Floreana,Anibal_San_Miguel_F1,Herbaceas,Amarilla,Psilochalcis_sp.,1.999999999
Floreana,Segundo_Moreno_F8,Herbaceas,Malaise,Brontaea_debilis,1
Floreana,Cecilia_Salgado_F3,Col,Colecta_manual,Gryllus_abditus,1
Floreana,Anibal_San_Miguel_F1,Platano,Berless,Pycnoscelus_surinamensis,1
Floreana,Anibal_San_Miguel_F1,Frejol_de_arbol,Pitfall,Pycnoscelus_surinamensis,1
Floreana,Cecilia_Salgado_F3,Col,Pitfall,Pycnoscelus_surinamensis,1
Floreana,Ivan_Moreno_F8,Cana_de_azucar,Pitfall,Anisolabis_maritima,1
Floreana,Finca_Abandonada,Pina,Pitfall,Anisolabis_maritima,1
Floreana,Finca_Abandonada,Herbaceas,Berless,Circolabia_sp.,4
Floreana,Finca_Abandonada,Herbaceas,Barrido,Circolabia_sp.,1
Floreana,Claudio_Cruz_F4,Maiz,Pitfall,Circolabia_sp.,1
Floreana,Anibal_San_Miguel_F1,Lechuga,Amarilla,Jarmilaxipha_ecuadorica,1.999999999
Floreana,Ivan_Moreno_F8,Yuca_,Pitfall,Jarmilaxipha_ecuadorica,1
Floreana,Ivan_Moreno_F8,Herbaceas,Malaise,Jarmilaxipha_ecuadorica,1
Floreana,Anibal_San_Miguel_F1,Herbaceas,Malaise,Agallia_sp.,1
Floreana,Claudio_Cruz_F5,Pina,Pitfall,Agallia_sp.,1
Floreana,Cecilia_Salgado_F3,Herbaceas,Succion,Empoasca_canavalia,1
Floreana,Finca_Abandonada,Herbaceas,Barrido,Empoasca_canavalia,1
Floreana,Anibal_San_Miguel_F1,Frejol,Pitfall,Xestocephalus_desertorum_cf.,1
Floreana,Cecilia_Salgado_F3,Yuca_,Barrido,Xestocephalus_desertorum_cf.,1
Floreana,Ivan_Moreno_F8,Herbaceas,Amarilla,Xestocephalus_desertorum_cf.,1
Floreana,Floreana_Witmer_F9,Herbaceas,Succion,Xestocephalus_desertorum_cf.,1.999999999
Floreana,Finca_Abandonada,Pina,Pitfall,Xestocephalus_desertorum_cf.,1
Floreana,A._J._Mora_F1,Yuca_,Pitfall,Xestocephalus_desertorum_cf.,1
Floreana,Claudio_Cruz_F4,Maiz,Pitfall,Agallia_sp._1,1
Floreana,Finca_Abandonada,Frejol_de_arbol,Succion,Agallia_sp._1,4.999999998
Floreana,Anibal_San_Miguel_F1,Pastizal,Amarilla,Cicadulina_sp.,1.999999999
Floreana,Segundo_Moreno_F8,Herbaceas,Malaise,Philatis_sp.,1.999999999
Floreana,Cecilia_Salgado_F3,Herbaceas,Amarilla,Caenodelphax_sp.,1
Floreana,Cecilia_Salgado_F3,Herbaceas,Malaise,Scaphytopius_aequinoctialis,1.999999999
Floreana,Claudio_Cruz_F4,Herbaceas,Succion,Scaphytopius_aequinoctialis,1
Floreana,Anibal_San_Miguel_F1,Pastizal,Amarilla,Empoasca_sp.,1
Floreana,Segundo_Moreno_F8,Herbaceas,Malaise,Empoasca_sp.,1
Floreana,Cecilia_Salgado_F3,Herbaceas,Malaise,Empoasca_sp.,1
Floreana,Finca_Abandonada,Ciruelo,Mc_Phail,Peregrinus_maidis,1
Floreana,Finca_Abandonada,Pina,Pitfall,Peregrinus_maidis,1
Floreana,Finca_Abandonada,Yuca_,Barrido,Heteropsylla_sp.,1
Floreana,Finca_Abandonada,Yuca_,Barrido,Peregrinus_maidis,4
Floreana,Cecilia_Salgado_F3,Herbaceas,Succion,Peregrinus_maidis,4.999999998
Floreana,Cecilia_Salgado_F3,Herbaceas,Amarilla,Peregrinus_maidis,1
Floreana,Floreana_Witmer_F9,Herbaceas,Barrido,Heraeus_pacificus,1
Floreana,Floreana_Witmer_F9,Herbaceas,Barrido,Teleonemia_prolixa,4
Floreana,Cecilia_Salgado_F3,Herbaceas,Amarilla,Darwinysius_marginalis,1
Floreana,Claudio_Cruz_F4,Maiz,Pitfall,Darwinysius_marginalis,1
Floreana,Claudio_Cruz_F4,Maiz,Pitfall,Darwinysius_marginalis,1
Floreana,Cecilia_Salgado_F3,Herbaceas,Barrido,Darwinysius_marginalis,1
Floreana,Floreana_Witmer_F9,Herbaceas,Barrido,Darwinysius_wenmanensis,3.000000001
Floreana,Floreana_Witmer_F9,Herbaceas,Barrido,Darwinysius_wenmanensis,1
Floreana,Finca_Abandonada,Herbaceas,Succion,Darwinysius_wenmanensis,1
Floreana,Finca_Abandonada,Pina,Succion,Rhopalus_sp.,1
Floreana,Segundo_Moreno_F8,Herbaceas,Malaise,Fulvius_sp.,1
Floreana,Finca_Abandonada,Pina,Succion,Nabis_consimilis,1.999999999
Floreana,Cecilia_Salgado_F3,Herbaceas,Malaise,Fulvius_geniculatus,1.999999999
Floreana,Cecilia_Salgado_F3,Pastizal,Trampa_de_luz,Tytthus_parviceps,1
Floreana,Cecilia_Salgado_F3,Herbaceas,Malaise,Nabis_sp.,1
Floreana,Finca_Abandonada,Herbaceas,Succion,Nabis_sp.,1.999999999
Floreana,Floreana_Witmer_F9,Maiz,Barrido,Nabis_sp.,4
Floreana,Finca_Abandonada,Herbaceas,Barrido,Nabis_sp.,1.999999999
Isabela,ZA.J.N.,Otoy,Pitfall,Solenopsis_globularia,16
Cristobal,Soledad,Pastizal,Succion,Paratrechina_sp.,1
Cristobal,Cerro_Verde,Maiz,Colecta_manual,Hapalips_sp._1,6.000000001
Cristobal,Cerro_Verde,Maiz,Colecta_manual,Hapalips_sp._1,1.999999999
Cristobal,Cerro_Gato,Platano,Colecta_manual,Hapalips_sp._1,1
Cristobal,Cerro_Verde,Pastizal,Malaise,Hapalips_sp._1,1
Cristobal,Zona_Naval,Platano,Pitfall,Sericoderus_sp.,1
Cristobal,Cerro_Verde,Pastizal,Malaise,Corylophodes_sp.cf.,1
Cristobal,Socavon,cafe,Colecta_manual,Hyperaspis_bromelicola,1
Cristobal,El_Chino,Maiz,Pitfall,Paratrechina_sp.,3.000000001
Cristobal,Cerro_verde_,Herbaceas,Amarilla,Hermetia_illucens,1
Cristobal,Junco,Pastizal,Malaise,Hyphantrophaga_nr._viridis,3.000000001
Cristobal,Cerro_Gato,Platano,Colecta_manual,Hypoponera_sp.,1
Cristobal,Goteras,Tomate,Colecta_manual,Toxomerus_politus,1
Cristobal,Goteras,Maiz,Pitfall,Toxomerus_politus,1
Cristobal,Goteras,Herbaceas,Amarilla,Toxomerus_politus,1
Cristobal,Socavon,Yuca_,Amarilla,Megaselia_sp.,1
Cristobal,Socavon,cafe,Colecta_manual,Olfersia_aenescens,1
Cristobal,Junco,Pastizal,Amarilla,Cyrtoneuropsis_rescita,1.999999999
Cristobal,Cerro_Gato,Col,Amarilla,Odontomachus_baurii,1
Cristobal,Junco,Tomate,Amarilla,Cyrtoneuropsis_rescita,1.999999999
Cristobal,El_Chino,Maiz,Amarilla,Cyrtoneuropsis_rescita,4
Cristobal,Cerro_Verde,Herbaceas,Amarilla,Brontaea_debilis,1
Cristobal,El_Chino,Maiz,Amarilla,Hydrotaea_aenescens,1
Cristobal,Socavon,Pastizal,Succion,Neodexiopsis_devia,1
Cristobal,Soledad,Maiz,Amarilla,Musca_domestica,1
Cristobal,Junco,Pastizal,Malaise,Lispe_sp.,6.000000001
Cristobal,Cerro_Gato,Yuca_,Pitfall,Odontomachus_baurii,1
Cristobal,Junco,Papaya,Mc_Phail,Lispe_sp.,6.000000001
Cristobal,Cerro_Verde,Herbaceas,Amarilla,Oxysarcodexia_taitensis,1
Cristobal,El_Chino,Maiz,Amarilla,Oxysarcodexia_taitensis,4
Cristobal,Cerro_Verde,Herbaceas,Amarilla,Osorius_sp._cf.,1
Cristobal,Cerro_Verde,Maiz,Colecta_manual,Nacaens_galapagosus,1
Cristobal,Cerro_Gato,Herbaceas,Pitfall,Conotelus_sp.,1
Cristobal,El_Chino,Maiz,Trampa_de_luz,Ataenius_cristobalensis,3.000000001
Cristobal,Soledad,Pastizal,Succion,Cymoninus_notabilis,3.000000001
Cristobal,Tres_palos,Guayaba,Mc_Phail,Cymoninus_notabilis,1
Cristobal,Cerro_Verde,Col,Pitfall,Cymoninus_notabilis,1
Cristobal,ZA.V.P.,Naranja,Mc_Phail,Hyperaspis_bromelicola,1
Cristobal,Junco,Herbaceas,Colecta_manual,Heza_ephippium,1
Cristobal,Junco,Herbaceas,Barrido,Heza_ephippium,1
Cristobal,Junco,Cebolla_colorada,Pitfall,Nabis_consimilis,1
Cristobal,Progreso,Guayaba,Pitfall,Fulvius_geniculatus,1
Cristobal,Junco,Pastizal,Barrido,Podisus_sordidus,1
Cristobal,MAG,Pastizal,Barrido,Thyanta_setigera,1
Cristobal,Soledad,Pastizal,Barrido,Thyanta_setigera,1
Cristobal,Soledad,Pastizal,Barrido,Niesthrea_ashlocki,1
Cristobal,MAG,Pastizal,Succion,Niesthrea_ashlocki,1
